Rank,Sourceid,Title,Type,Issn,SJR Best Quartile,Country,Areas
30943,21101075728,"Food Production, Processing and Nutrition",journal,26618974,-,United Kingdom,Agricultural and Biological Sciences; Medicine; Nursing
30944,21101042008,Food Science and Technology (United States),journal,"2331513X, 23315156",-,United States,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Nursing"
30945,21101062120,Foot and Ankle Orthopaedics,journal,24730114,-,United States,Medicine
30946,21101023216,Foreign Trade Review,journal,"00157325, 09717633",-,India,"Business, Management and Accounting; Economics, Econometrics and Finance"
30947,21100976731,Forensic Imaging,journal,"26662256, 26662264",-,United Kingdom,Medicine
30948,21101032719,Forensic Science International: Digital Investigation,journal,"26662817, 26662825",-,United Kingdom,Computer Science; Health Professions; Medicine; Social Sciences
30949,21101021758,Forensic Science International: Reports,journal,26659107,-,Netherlands,Medicine
30950,21100904891,Forensic Science International: Synergy,journal,2589871X,-,Netherlands,Medicine; Social Sciences
30951,21101079609,Forestist,journal,26024039,-,Turkey,Agricultural and Biological Sciences
30952,21100903229,Forma y Funcion,journal,"0120338X, 22565469",-,Colombia,Social Sciences
30953,21100903451,Foro de Educacion,journal,16987802,-,Spain,Social Sciences
30954,21101081861,Forum for Linguistic Studies,journal,"27050602, 27050610",-,Singapore,Social Sciences
30955,17500154909,Forum Modernes Theater,journal,09305874,-,Germany,Arts and Humanities
30956,21100922993,FORUM (Netherlands),journal,"15987647, 2451909X",-,Netherlands,Arts and Humanities; Social Sciences
30957,21101040211,Forum Scientiae Oeconomia,journal,"23534435, 23005947",-,Poland,"Business, Management and Accounting; Economics, Econometrics and Finance"
30958,21101020132,Fractal and Fractional,journal,25043110,-,Switzerland,Mathematics; Physics and Astronomy
30959,21101021025,French Screen Studies,journal,"26438941, 2643895X",-,United Kingdom,Arts and Humanities; Social Sciences
30960,21101067060,Fronteiras(Brazil),journal,"22389717, 14158701",-,Brazil,Arts and Humanities
30961,21101020026,Frontiers in Anti-infective Drug Discovery,book series,"1879663X, 24519162",-,Netherlands,"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
30962,21100941066,Frontiers in Applied Mathematics and Statistics,journal,22974687,-,Switzerland,Mathematics
30963,21101062817,Frontiers in Artificial Intelligence,journal,26248212,-,Switzerland,Computer Science
30964,21101052354,Frontiers in Big Data,journal,2624909X,-,Switzerland,Computer Science
30965,21101046204,Frontiers in Biomedical Technologies,journal,"23455837, 23455829",-,Iran,Engineering; Health Professions
30966,21101072516,Frontiers in Climate,journal,26249553,-,Switzerland,Earth and Planetary Sciences; Environmental Science
30967,21100924991,Frontiers in Clinical Drug Research - Alzheimer Disorders,book series,"22145168, 24518743",-,Netherlands,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
30968,21100982469,Frontiers in Clinical Drug Research - Anti Allergy Agents,book series,"22146938, 24523194",-,Netherlands,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
30969,21100941292,Frontiers in Clinical Drug Research - Anti Infectives,book series,"24523208, 23523212",-,Netherlands,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
30970,21101061926,Frontiers in Communication,journal,2297900X,-,Switzerland,Social Sciences
30971,21101062832,Frontiers in Computer Science,journal,26249898,-,Switzerland,Computer Science
30972,21101060268,Frontiers in Dentistry,journal,2676296X,-,Iran,Dentistry
30973,21101090720,Frontiers in Digital Health,journal,2673253X,-,Switzerland,Computer Science; Engineering; Medicine
30974,21101044946,Frontiers in Forests and Global Change,journal,2624893X,-,Switzerland,Agricultural and Biological Sciences; Environmental Science
30975,21101017705,Frontiers in Mechanical Engineering,journal,22973079,-,Switzerland,Computer Science; Engineering; Materials Science
30976,21101021457,Frontiers in Natural Product Chemistry,book series,"15740897, 22123997",-,United Arab Emirates,"Biochemistry, Genetics and Molecular Biology; Chemistry"
30977,21101023171,Frontiers in Sociology,journal,22977775,-,Switzerland,Social Sciences
30978,21101063028,Frontiers in Sports and Active Living,journal,26249367,-,Switzerland,"Biochemistry, Genetics and Molecular Biology; Business, Management and Accounting; Health Professions; Medicine; Social Sciences"
30979,21101072515,Frontiers in Sustainable Cities,journal,26249634,-,Switzerland,Energy; Social Sciences
30980,21101066387,Frontiers in Water,journal,26249375,-,Switzerland,Environmental Science
30981,21101073270,Frontiers of Oral and Maxillofacial Medicine,journal,2664777X,-,Hong Kong,Dentistry; Medicine
30982,21100934789,Fuentes el Reventon Energetico,journal,"21458502, 16576527",-,Colombia,Chemistry; Energy
30983,21101039874,Functional Composites and Structures,journal,26316331,-,United Kingdom,Engineering; Materials Science
30984,21100983143,Functional Foods in Health and Disease,journal,"23787007, 21603855",-,United States,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine; Nursing"
30985,21100943277,Fungal Biology and Biotechnology,journal,20543085,-,United Kingdom,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
30986,21101048538,Fungal Systematics and Evolution,journal,"25893823, 25893831",-,Netherlands,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
30987,21100932523,Future Cities and Environment,journal,23639075,-,United Kingdom,Engineering; Environmental Science; Social Sciences
30988,21101047127,Gaceta Medica Boliviana,journal,"10122966, 22273662",-,Bolivia,Medicine
30989,21100914882,Gels,journal,23102861,-,Switzerland,Chemical Engineering; Chemistry; Materials Science
30990,21100894629,Gene: X,journal,25901583,-,Netherlands,"Biochemistry, Genetics and Molecular Biology"
30991,21100937581,Genocide Studies International,journal,"22911855, 22911847",-,Canada,Social Sciences
30992,21100945202,Genomics and Informatics,journal,22340742,-,South Korea,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine"
30993,21101039167,Geocarrefour,journal,"1960601X, 16274873",-,France,Environmental Science; Social Sciences
30994,21101045217,Geochronology,journal,26283735,-,Germany,Earth and Planetary Sciences
30995,27909,Geodeziya i Kartografiya,journal,"25878492, 00167126",-,Russian Federation,Earth and Planetary Sciences
30996,78942,Geofizica,journal,"18466346, 03523659",-,Croatia,Earth and Planetary Sciences
30997,65206,"Geographical Review of Japan, Series B",journal,02896001,-,Japan,Social Sciences
30998,26346,Geologica Balcanica,journal,"25351060, 03240894",-,Bulgaria,Earth and Planetary Sciences
30999,21100994466,Geological Field Trips and Maps,journal,26116189,-,Italy,Earth and Planetary Sciences; Environmental Science
31000,21100924752,Geology and Mineral Resources of Siberia,journal,"23119594, 20780575",-,Russian Federation,Earth and Planetary Sciences
31001,21101045751,"Geology, Ecology, and Landscapes",journal,24749508,-,United Kingdom,Earth and Planetary Sciences; Environmental Science
31002,21100940509,Geomatics and Environmental Engineering,journal,"23007095, 18981135",-,Poland,Computer Science; Earth and Planetary Sciences; Environmental Science; Social Sciences
31003,21100239241,Geophysical Prospecting for Petroleum,journal,10001441,-,China,Earth and Planetary Sciences
31004,21100929413,Geophysical Research,journal,"18183735, 23119543",-,Russian Federation,Earth and Planetary Sciences
31005,21101056563,Geoplanning,journal,23556544,-,Indonesia,Earth and Planetary Sciences; Environmental Science; Social Sciences
31006,21100915995,GeoScape,journal,18021115,-,Poland,Environmental Science; Social Sciences
31007,21101064316,Geoscience Communication,journal,"25697102, 25697110",-,Germany,Earth and Planetary Sciences; Social Sciences
31008,21100812867,Geoscience Data Journal,journal,20496060,-,United States,Earth and Planetary Sciences
31009,21101055893,Geosfernye Issledovaniya,journal,"25419943, 25421379",-,Russian Federation,Earth and Planetary Sciences; Environmental Science; Social Sciences
31010,21100463109,Geriatric Orthopaedic Surgery and Rehabilitation,journal,"21514593, 21514585",-,United States,Medicine
31011,21101023020,German Law Journal,journal,20718322,-,United Kingdom,Social Sciences
31012,21100854133,Gerontology and Geriatric Medicine,journal,23337214,-,United Kingdom,Medicine
31013,21101088902,GEUS Bulletin,journal,"25972162, 25972154",-,Denmark,Earth and Planetary Sciences
31014,21101021535,GI_Forum,journal,23081708,-,Austria,Computer Science; Earth and Planetary Sciences; Social Sciences
31015,21100972436,Gifted and Talented International,journal,"15332276, 24709565",-,United States,Psychology; Social Sciences
31016,21101023217,Gifted Education International,journal,"20479077, 02614294",-,United Kingdom,Psychology; Social Sciences
31017,21101061700,Global Cardiology Science and Practice,journal,23057823,-,Qatar,Medicine
31018,21101041532,Global Chinese,journal,"21994382, 21994374",-,Germany,Social Sciences
31019,21101034519,Global Energy Interconnection,journal,"25900358, 20965117",-,China,Energy; Engineering
31020,21101022446,Global Epidemiology,journal,25901133,-,United States,Medicine
31021,21101082052,Global Health Journal,journal,"20963947, 24146447",-,China,Medicine
31022,21101041403,Global Health Research and Policy,journal,23970642,-,United Kingdom,Medicine; Social Sciences
31023,21101005180,Global Media and China,journal,20594372,-,United Kingdom,Social Sciences
31024,21101065048,Global Transitions,journal,25897918,-,China,Energy; Social Sciences
31025,21101041840,Glossa,journal,23971835,-,United Kingdom,Social Sciences
31026,21101097248,Gomal Journal of Medical Sciences,journal,"18197973, 19972067",-,Pakistan,Health Professions; Immunology and Microbiology; Medicine
31027,21101046680,Graduate Journal of Mathematics,journal,27246841,-,United States,Mathematics
31028,21100941186,Grafica,journal,"23397500, 20149298",-,Spain,Arts and Humanities; Computer Science; Social Sciences
31029,21101048344,Granular Computing,journal,"23644974, 23644966",-,Switzerland,Computer Science
31030,21101097044,Graphics and Visual Computing,journal,26666294,-,United Kingdom,Computer Science
31031,21100945294,Greek and Roman Musical Studies,journal,"22129758, 2212974X",-,Netherlands,Arts and Humanities
31032,21101061831,Grey Systems,journal,"20439385, 20439377",-,United Kingdom,Computer Science; Engineering; Mathematics
31033,21100931376,Gulf and Caribbean Research,journal,"15280470, 25721410",-,United States,Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science
31034,21100981225,Gynecology,journal,"20795831, 20795696",-,Russian Federation,Medicine
31035,21101039662,H2Open Journal,journal,26166518,-,United Kingdom,Environmental Science
31036,19700174970,Hacettepe University Journal of the Faculty of Pharmacy,journal,"13000608, 24588806",-,Turkey,"Pharmacology, Toxicology and Pharmaceutics"
31037,21101060641,Hacia la Promocion de la Salud,journal,"01217577, 24628425",-,Colombia,Health Professions; Medicine; Nursing; Social Sciences
31038,21101041504,Haide Estudis Maragallians,journal,20143818,-,Spain,Arts and Humanities; Social Sciences
31039,21100406941,"Handbook of Oriental Studies. Section 8, Uralic and Central Asian Studies",book series,01698524,-,Netherlands,Arts and Humanities; Social Sciences
31040,21101047935,Hasanuddin Law Review,journal,"24429880, 24429899",-,Indonesia,Social Sciences
31041,21100941064,Haser,journal,"2172055X, 23864761",-,Spain,Arts and Humanities
31042,21101061924,Hattoria,journal,"24238961, 21858241",-,Japan,Agricultural and Biological Sciences
31043,21100942123,Health literacy research and practice,journal,24748307,-,United States,Medicine
31044,21101092880,Health Professions Education,journal,24523011,-,Saudi Arabia,Medicine; Nursing; Social Sciences
31045,21100938864,Health Psychology Report,journal,"23535571, 23534184",-,Poland,Medicine; Psychology
31046,21100927406,Health Psychology Research,journal,24208124,-,United States,Medicine; Psychology
31047,21100979302,Health Science Reports,journal,23988835,-,United States,Medicine
31048,21100980647,Health Services Insights,journal,11786329,-,United Kingdom,Medicine
31049,21101094859,Healthbook TIMES Oncology Hematology,journal,"26732106, 26732092",-,Switzerland,Medicine
31050,21101041844,Healthcare (Switzerland),journal,22279032,-,Switzerland,Health Professions; Medicine; Nursing
31051,21101023186,Heat Transfer,journal,"26884534, 26884542",-,United States,Chemical Engineering; Physics and Astronomy
31052,21101017600,HemaSphere,journal,25729241,-,United States,Medicine
31053,21101041514,Hepatology Communications,journal,2471254X,-,United Kingdom,Medicine
31054,21101071258,"Heranca - History, Heritage and Culture Journal",journal,21843090,-,Portugal,Arts and Humanities; Social Sciences
31055,21101043569,Heritage,journal,25719408,-,Switzerland,Arts and Humanities; Materials Science
